case_id,k,out_real,out_imag,energy
210,8,-3420,5817,45533889
210,9,-234,298,143560
210,10,-754,-1112,1805060
210,11,4157,1656,20022985
210,12,-3002,-76,9017780
210,13,-2792,-4992,32715328
210,14,-3014,-3046,18362312
210,15,-6161,-988,38934065
210,16,1901,153,3637210
210,17,-336,-199,152497
210,18,-166,1275,1653181
210,19,5833,-7130,84860789
210,20,5862,2849,42479845
210,21,-7003,682,49507133
210,22,3395,10883,129965714
210,23,1287,-2181,6413130
210,24,-1810,766,3862856
210,25,1245,12332,153628249
210,26,-8032,115,64526249
210,27,7259,-696,53177497
210,28,-998,1282,2639528
210,29,-1490,-716,2732756
210,30,-349,-44,123737
210,31,-239,274,132197
210,32,-54,-264,72612
210,33,-456,-325,313561
210,34,-288,-1295,1759969
210,35,902,1054,1924520
210,36,-338,-269,186605
210,37,253,1580,2560409
210,38,651,889,1214122
210,39,200,984,1008256
210,40,459,1063,1340650
210,41,-295,295,174050
210,42,-50,-805,650525
210,43,-598,883,1137293
210,44,138,701,510445
210,45,-841,-1159,2050562
210,46,-784,688,1088000
210,47,-601,-162,387445
210,48,1332,1374,3662100
210,49,-344,384,265792
210,50,113,-763,594938
210,51,482,-7,232373
210,52,-35,8,1289
210,53,-1015,575,1360850
210,54,-565,-839,1023146
210,55,256,2243,5096585
210,56,2269,-2933,13750850
210,57,884,-108,793120
210,58,2161,-1682,7499045
210,59,1121,-2814,9175237
210,60,1667,-1503,5037898
210,61,1830,-404,3512116
210,62,-2281,1418,7213685
210,63,-1882,-2317,8910413
211,0,-4478,4193,37633733
211,1,6998,-654,49399720
211,2,-6123,-5217,64708218
211,3,2014,-6261,43256317
211,4,-1554,62,2418760
211,5,-1044,-2899,9494137
211,6,-6459,3926,57132157
211,7,5557,-2281,36083210
211,8,-2438,-5005,30993869
211,9,-6142,1914,41387560
211,10,6492,-3918,57496788
211,11,-1168,284,1444880
211,12,1158,5120,27555364
211,13,4217,573,18111418
211,14,2570,615,6983125
211,15,-11178,1158,126288648
211,16,3615,-8203,80357434
211,17,-665,1098,1647829
211,18,-1693,1072,4015433
211,19,-1003,4102,17832413
211,20,-7977,3224,74026705
211,21,-710,-1371,2383741
211,22,-5969,6225,74379586
211,23,-1163,-3198,11579773
211,24,2405,689,6258746
211,25,4653,-1164,23005305
211,26,-3429,1610,14350141
211,27,6144,-2304,43057152
211,28,21,553,306250
211,29,583,-680,802289
211,30,-913,-705,1330594
211,31,580,484,570656
211,32,-215,366,180181
211,33,-521,472,494225
211,34,704,100,505616
211,35,-1210,536,1751396
211,36,-657,-2,431653
211,37,-144,458,230500
211,38,760,97,587009
211,39,-448,277,277433
211,40,1516,-747,2856265
211,41,-2330,-141,5448781
211,42,-285,-296,168841
211,43,-528,429,462825
211,44,-277,-325,182354
211,45,886,1038,1862440
211,46,23,-407,166178
211,47,-556,-438,500980
211,48,20,291,85081
211,49,913,839,1537490
211,50,-1043,946,1982765
211,51,721,-725,1045466
211,52,-77,188,41273
211,53,585,-1309,2055706
211,54,349,700,611801
211,55,-2386,-2226,10648072
211,56,1659,3113,12443050
211,57,2304,-2216,10219072
211,58,3594,961,13840357
211,59,-2026,-1127,5374805
211,60,2181,-407,4922410
211,61,-3311,-2730,18415621
211,62,1176,2209,6262657
211,63,1308,295,1797889
212,0,6858,3148,56942068
212,1,7990,1600,66400100
212,2,3276,8957,90960025
212,3,5723,1642,35448893
212,4,-4501,36,20260297
212,5,-5111,1284,27770977
212,6,-2062,-778,4857128
212,7,653,-6886,47843405
212,8,-1556,-787,3040505
212,9,-6749,-1157,46887650
212,10,4514,-6668,64838420
212,11,9118,-159,83163205
212,12,5158,-8662,101635208
212,13,4998,-2149,29598205
212,14,1803,1078,4412893
212,15,-2809,682,8355605
212,16,865,-1382,2658149
212,17,9084,-616,82898512
212,18,-1265,-3110,11272325
212,19,-1979,875,4682066
212,20,4790,76,22949876
212,21,4289,-2207,23266370
212,22,-3201,2000,14246401
212,23,-1862,1459,5595725
212,24,-1443,-139,2101570
212,25,-42,8933,79800253
212,26,4198,-1822,20942888
212,27,-2532,-1742,9445588
212,28,1241,-269,1612442
212,29,758,-156,598900
212,30,221,-891,842722
212,31,831,29,691402
212,32,671,1145,1761266
212,33,808,-176,683840
212,34,180,-668,478624
212,35,-1226,-41,1504757
212,36,30,-1886,3557896
212,37,-730,-606,900136
212,38,1512,1411,4277065
212,39,1279,-623,2023970
212,40,-277,-123,91858
212,41,-22,1272,1618468
212,42,149,9,22282
212,43,539,200,330521
212,44,-1082,101,1180925
212,45,-615,-325,483850
212,46,-1661,624,3148297
212,47,147,-224,71785
212,48,196,93,47065
212,49,579,186,369837
212,50,-147,634,423565
212,51,-179,-589,378962
212,52,131,491,258242
212,53,-197,619,421970
212,54,-129,-40,18241
212,55,-3236,2334,15919252
212,56,606,2749,7924237
212,57,-3042,743,9805813
212,58,99,2456,6041737
212,59,717,-3461,12492610
212,60,-961,-2875,9189146
212,61,1646,221,2758157
212,62,2817,221,7984330
212,63,973,678,1406413
213,0,-945,1213,2364394
213,1,-5457,-1960,33620449
213,2,2164,11312,132644240
213,3,-2254,790,5704616
213,4,-2140,-1833,7939489
213,5,-3002,-6192,47352868
213,6,-5014,6000,61140196
213,7,-7396,-2260,59808416
213,8,-1840,-3307,14321849
213,9,4513,1181,21761930
213,10,302,2535,6517429
213,11,7424,2954,63841892
213,12,3893,546,15453565
213,13,3136,770,10427396
213,14,7959,1282,64989205
213,15,-365,1449,2232826
213,16,591,2067,4621770
213,17,13,5523,30503698
213,18,6664,489,44648017
213,19,-540,-2981,9177961
213,20,-3606,-802,13646440
213,21,2443,3431,17740010
213,22,-3588,-8748,89401248
213,23,741,-7140,51528681
213,24,1831,3742,17355125
213,25,-401,6326,40179077
213,26,3399,-6300,51243201
213,27,-7390,565,54931325
213,28,59,-991,985562
213,29,481,-195,269386
213,30,552,716,817360
213,31,33,266,71845
213,32,-69,1267,1610050
213,33,-522,659,706765
213,34,639,844,1120657
213,35,219,880,822361
213,36,181,-2356,5583497
213,37,520,346,390116
213,38,-269,803,717170
213,39,-161,1317,1760410
213,40,1106,-664,1664132
213,41,1270,197,1651709
213,42,115,980,973625
213,43,661,-972,1381705
213,44,424,-955,1091801
213,45,-529,-193,317090
213,46,-813,574,990445
213,47,928,169,889745
213,48,-1605,-1163,3928594
213,49,-4,-675,455641
213,50,377,-78,148213
213,51,178,-197,70493
213,52,-1220,-139,1507721
213,53,-811,446,856637
213,54,302,-171,120445
213,55,-93,-1263,1603818
213,56,723,-13,522898
213,57,-6119,1358,39286325
213,58,18,-1936,3748420
213,59,1961,-1491,6068602
213,60,1823,169,3351890
213,61,-1330,-631,2167061
213,62,551,-2906,8748437
213,63,1390,-505,2187125
214,0,-1305,-335,1815250
214,1,-2913,-10010,108685669
214,2,1729,-4336,21790337
214,3,-5521,-429,30665482
214,4,-3132,743,10361473
214,5,-2690,-7932,70152724
214,6,-1310,-302,1807304
214,7,-3916,-4137,32449825
214,8,2524,840,7076176
214,9,-1040,-423,1260529
214,10,-1696,3460,14848016
214,11,1216,4533,22026745
214,12,-479,2197,5056250
214,13,3781,3413,25944530
214,14,-4632,-1359,23302305
214,15,-5689,11324,160597697
214,16,-1800,-4720,25518400
214,17,367,-2576,6770465
214,18,-6393,3388,52348993
214,19,-6369,3145,50455186
214,20,499,1797,3478210
214,21,-3434,2648,18804260
214,22,-4675,-9661,115190546
214,23,4050,6128,53954884
214,24,-2568,-1362,8449668
214,25,4561,4780,43651121
214,26,834,-9062,82815400
214,27,530,965,1212125
214,28,46,-480,232516
214,29,-337,536,400865
214,30,112,-295,99569
214,31,-1336,452,1989200
214,32,-754,498,816520
214,33,-599,141,378682
214,34,-13,877,769298
214,35,-1554,730,2947816
214,36,-1663,588,3111313
214,37,753,40,568609
214,38,1554,-75,2420541
214,39,-1219,65,1490186
214,40,-898,-349,928205
214,41,239,1339,1850042
214,42,-904,-558,1128580
214,43,1087,-502,1433573
214,44,-228,816,717840
214,45,-1,-529,279842
214,46,-191,458,246245
214,47,627,-679,854170
214,48,-376,700,631376
214,49,1383,-868,2666113
214,50,-530,659,715181
214,51,358,-327,235093
214,52,-11,-608,369785
214,53,214,-142,65960
214,54,140,-314,118196
214,55,429,-792,811305
214,56,4412,1270,21078644
214,57,1274,-1048,2721380
214,58,670,-1264,2046596
214,59,-655,-2581,7090586
214,60,1730,685,3462125
214,61,-453,-272,279193
214,62,1579,-1820,5805641
214,63,-795,1324,2385001
215,0,-2899,-2746,15944717
215,1,1945,6923,51710954
215,2,815,-2211,5552746
215,3,1489,-7829,63510362
215,4,-4133,-3511,29408810
215,5,-271,2257,5167490
215,6,369,3700,13826161
215,7,1255,8700,77265025
215,8,3613,5323,41388098
215,9,479,805,877466
215,10,-4844,-3208,33755600
215,11,830,6902,48326504
215,12,10787,-2020,120439769
215,13,5875,-2882,42821549
215,14,-12333,-1713,155037258
215,15,-89,-4705,22144946
215,16,3684,-2076,17881632
215,17,-1372,-1340,3677984
215,18,-1644,2858,10870900
215,19,-653,-1574,2903885
215,20,2182,-4284,23113780
215,21,-4099,-6463,58572170
215,22,4033,971,17207930
215,23,356,451,330137
215,24,-2177,-2043,8913178
215,25,4644,-2955,30298761
215,26,-6695,1608,47408689
215,27,-2789,5859,42106402
215,28,-771,864,1340937
215,29,-319,335,213986
215,30,-571,145,347066
215,31,19,-425,180986
215,32,-269,140,91961
215,33,858,1013,1762333
215,34,680,289,545921
215,35,-34,-2975,8851781
215,36,-170,195,66925
215,37,-221,1395,1994866
215,38,516,-139,285577
215,39,-181,29,33602
215,40,736,48,544000
215,41,608,-1461,2504185
215,42,27,-1682,2829853
215,43,-316,286,181652
215,44,331,1106,1332797
215,45,610,-797,1007309
215,46,-492,-409,409345
215,47,-1432,-1006,3062660
215,48,298,322,192488
215,49,-790,773,1221629
215,50,-393,79,160690
215,51,-244,-331,169097
215,52,785,-234,670981
215,53,450,187,237469
215,54,-1127,665,1712354
215,55,635,706,901661
215,56,-3494,-144,12228772
215,57,1438,1098,3273448
215,58,3545,1517,14868314
215,59,23,-1773,3144058
215,60,-272,-124,89360
215,61,-398,-1088,1342148
215,62,-3116,1295,11386481
215,63,-1648,1127,3986033
216,0,-2378,-115,5668109
216,1,898,-360,936004
216,2,3347,7540,68054009
216,3,-3921,603,15737850
216,4,-608,-273,444193
216,5,-85,-350,129725
216,6,-6733,-2151,49960090
216,7,-159,-2419,5876842
216,8,364,513,395665
216,9,2753,-2561,14137730
216,10,-5857,-1303,36002258
216,11,459,-4053,16637490
216,12,6891,689,47960602
216,13,11313,3056,137323105
216,14,6680,-1809,47894881
216,15,-5565,-9865,128287450
216,16,2053,3195,14422834
216,17,-2602,760,7348004
216,18,1562,-5234,29834600
216,19,-4440,3740,33701200
216,20,-9184,-6707,129329705
216,21,-1918,4803,26747533
216,22,3446,-145,11895941
216,23,850,-10839,118206421
216,24,1687,160,2871569
216,25,1142,-2257,6398213
216,26,2946,-3090,18227016
216,27,2378,-5138,32053928
216,28,760,-601,938801
216,29,17,241,58370
216,30,311,268,168545
216,31,336,-605,478921
216,32,14,239,57317
216,33,-149,837,722770
216,34,835,2058,4932589
216,35,581,257,403610
216,36,102,-2837,8058973
216,37,201,200,80401
216,38,-305,-524,367601
216,39,943,-760,1466849
216,40,269,-269,144722
216,41,-338,-1347,1928653
216,42,97,-297,97618
216,43,-317,251,163490
216,44,1724,-218,3019700
216,45,-49,764,586097
216,46,-573,-257,394378
216,47,-3,-494,244045
216,48,-34,-664,442052
216,49,-224,1485,2255401
216,50,-290,-520,354500
216,51,31,198,40165
216,52,-233,12,54433
216,53,504,-570,578916
216,54,-214,1274,1668872
216,55,1242,-2183,6308053
216,56,-1082,-85,1177949
216,57,-3377,2429,17304170
216,58,-266,-1602,2637160
216,59,-383,136,165185
216,60,81,187,41530
216,61,-256,-2572,6680720
216,62,1486,705,2705221
216,63,-676,-37,458345
217,0,-860,-6731,46045961
217,1,-1642,-4687,24664133
217,2,-8271,1979,72325882
217,3,4651,-1168,22996025
217,4,-928,7196,52643600
217,5,-3266,2158,15323720
217,6,-4327,514,18987125
217,7,3212,-4204,27990560
217,8,-5082,1937,29578693
217,9,236,-5850,34278196
217,10,-2571,5002,31630045
217,11,-2703,2523,13671738
217,12,-5865,-3672,47881809
217,13,-2834,3689,21640277
217,14,301,9805,96228626
217,15,647,-714,928405
217,16,-3696,2108,18104080
217,17,-138,-1538,2384488
217,18,3477,518,12357853
217,19,-7555,-6870,104274925
217,20,-1,-544,295937
217,21,-3613,-278,13131053
217,22,-4814,7050,72877096
217,23,191,-8568,73447105
217,24,-2118,-385,4634149
217,25,-6644,5938,79402580
217,26,5036,-1008,26377360
217,27,3842,-1304,16461380
217,28,361,317,230810
217,29,-853,-580,1064009
217,30,389,-308,246185
217,31,-298,176,119780
217,32,-810,-186,690696
217,33,-386,-1101,1361197
217,34,-1427,1711,4963850
217,35,-1383,2013,5964858
217,36,1126,115,1281101
217,37,-1304,-435,1889641
217,38,330,-437,299869
217,39,486,46,238312
217,40,1156,-741,1885417
217,41,-919,495,1089586
217,42,879,30,773541
217,43,-1122,284,1339540
217,44,1484,-1074,3355732
217,45,-246,71,65557
217,46,-1080,71,1171441
217,47,625,682,855749
217,48,954,-424,1089892
217,49,-245,24,60601
217,50,299,-321,192442
217,51,-98,448,210308
217,52,-854,-493,972365
217,53,503,877,1022138
217,54,68,-4,4640
217,55,3628,77,13168313
217,56,2888,-1723,11309273
217,57,-1526,-2304,7637092
217,58,159,2507,6310330
217,59,-1608,-818,3254788
217,60,-1799,-1056,4351537
217,61,-572,-2188,5114528
217,62,1161,1204,2797537
217,63,-849,-2458,6762565
218,0,-4479,4863,43710210
218,1,-3884,1773,18228985
218,2,-9078,-215,82456309
218,3,-2460,2555,12579625
218,4,-6554,-2783,50700005
218,5,-62,6447,41567653
218,6,-4468,335,20075249
218,7,-2812,-4224,25749520
218,8,-2275,-961,6099146
218,9,-818,7227,52898653
218,10,-2566,-2941,15233837
218,11,-5915,5350,63609725
218,12,-90,-3256,10609636
218,13,5285,-3392,39436889
218,14,595,3662,13764269
218,15,-3478,-4675,33952109
218,16,-625,4270,18623525
218,17,-12195,2060,152961625
218,18,-1020,-4341,19884681
218,19,-2807,-149,7901450
218,20,-5392,-3051,38382265
218,21,-4534,1849,23975957
218,22,-2802,9800,103891204
218,23,4319,-3478,30750245
218,24,4694,3017,31135925
218,25,-5265,-901,28532026
218,26,-3059,739,9903602
218,27,-2890,-1003,9358109
218,28,-22,-651,424285
218,29,-158,-238,81608
218,30,-1843,806,4046285
218,31,101,-19,10562
218,32,-1158,290,1425064
218,33,-524,-260,342176
218,34,1001,219,1049962
218,35,308,1047,1191073
218,36,1217,-98,1490693
218,37,340,383,262289
218,38,-1074,-251,1216477
218,39,697,-1576,2969585
218,40,121,286,96437
218,41,-379,229,196082
218,42,-229,231,105802
218,43,-1083,94,1181725
218,44,909,386,975277
218,45,548,570,625204
218,46,-1012,-3,1024153
218,47,-1376,48,1895680
218,48,103,-382,156533
218,49,86,558,318760
218,50,500,-370,386900
218,51,129,260,84241
218,52,-584,101,351257
218,53,-281,93,87610
218,54,61,576,335497
218,55,-641,-925,1266506
218,56,354,-2522,6485800
218,57,-559,-3963,16017850
218,58,-1829,-1969,7222202
218,59,1313,-1280,3362369
218,60,-2254,911,5910437
218,61,179,-864,778537
218,62,1553,-868,3165233
218,63,437,-989,1169090
219,0,-3802,4379,33630845
219,1,1148,-120,1332304
219,2,-1780,2425,9049025
219,3,-3046,-6669,53753677
219,4,3957,-3313,26633818
219,5,447,4016,16328065
219,6,-298,-221,137645
219,7,4638,1191,22929525
219,8,-7596,610,58071316
219,9,5191,9103,109811090
219,10,-3710,-1639,16450421
219,11,1246,5924,36646292
219,12,-1713,1444,5019505
219,13,-4329,6996,67684257
219,14,5317,-4883,52114178
219,15,7689,1776,62274897
219,16,-959,-2199,5755282
219,17,1070,629,1540541
219,18,647,5084,26265665
219,19,6901,1295,49300826
219,20,-8905,5147,105790634
219,21,394,-2545,6632261
219,22,-2531,-2781,14139922
219,23,-9763,451,95519570
219,24,-863,-1224,2242945
219,25,8397,-146,70530925
219,26,-3473,-3080,21548129
219,27,3141,4806,32963517
219,28,527,849,998530
219,29,-741,-1048,1647385
219,30,-442,803,840173
219,31,222,-433,236773
219,32,-250,148,84404
219,33,-397,667,602498
219,34,156,-406,189172
219,35,403,172,191993
219,36,-130,1322,1764584
219,37,121,1032,1079665
219,38,-546,94,306952
219,39,-154,286,105512
219,40,548,398,458708
219,41,-1151,-1137,2617570
219,42,717,240,571689
219,43,81,-1455,2123586
219,44,-91,-200,48281
219,45,747,-1169,1924570
219,46,740,1601,3110801
219,47,862,-1173,2118973
219,48,-1238,647,1951253
219,49,-1041,256,1149217
219,50,255,84,72081
219,51,-556,-81,315697
219,52,725,-317,626114
219,53,-820,-1075,1828025
219,54,1073,-85,1158554
219,55,-2442,-1016,6995620
219,56,-3,1384,1915465
219,57,1190,868,2169524
219,58,2761,-1704,10526737
219,59,295,1703,2987234
219,60,-1661,422,2937005
219,61,-533,-879,1056730
219,62,-624,2346,5893092
219,63,-11,-2629,6911762
220,0,-976,-1163,2305145
220,1,5734,-7724,92538932
220,2,-1098,-4534,21762760
220,3,2610,-531,7094061
220,4,2718,-6372,47989908
220,5,-3881,500,15312161
220,6,2037,-2599,10904170
220,7,8484,995,72968281
220,8,1018,24,1036900
220,9,4954,2379,30201757
220,10,3625,2007,17168674
220,11,843,-2223,5652378
220,12,954,1033,1977205
220,13,3050,830,9991400
220,14,3115,-11872,150647609
220,15,-6446,3586,54410312
220,16,1319,475,1965386
220,17,-888,2136,5351040
220,18,-2094,-6027,40709565
220,19,6182,-2180,42969524
220,20,-2985,-5102,34940629
220,21,-6375,2863,48837394
220,22,5727,-6006,68870565
220,23,-5627,-5086,57530525
220,24,-8842,2340,83656564
220,25,5058,-2771,33261805
220,26,940,-4993,25813649
220,27,2020,3722,17933684
220,28,615,1296,2057841
220,29,40,-453,206809
220,30,-42,404,164980
220,31,-23,236,56225
220,32,179,-992,1016105
220,33,109,-74,17357
220,34,212,813,705913
220,35,70,-742,555464
220,36,-1310,96,1725316
220,37,-793,-20,629249
220,38,-464,475,440921
220,39,1198,-926,2292680
220,40,-72,233,59473
220,41,-674,-1042,1540040
220,42,-428,-1106,1406420
220,43,351,200,163201
220,44,293,-996,1077865
220,45,-1085,-1187,2586194
220,46,413,99,180370
220,47,534,-412,454900
220,48,-1516,700,2788256
220,49,435,529,469066
220,50,-171,-278,106525
220,51,573,-341,444610
220,52,-226,241,109157
220,53,-590,-521,619541
220,54,115,838,715469
220,55,1697,-1113,4118578
220,56,1568,3631,15642785
220,57,3003,799,9656410
220,58,1253,947,2466818
220,59,1183,1002,2403493
220,60,-305,-1010,1113125
220,61,130,-290,101000
220,62,-33,3405,11595114
220,63,-299,-207,132250
221,0,3891,665,15582106
221,1,1957,-862,4572893
221,2,3779,-48,14283145
221,3,-182,141,53005
221,4,-1340,-4075,18401225
221,5,-4054,7,16434965
221,6,690,4666,22247656
221,7,-2816,-3585,20782081
221,8,-2630,-4579,27884141
221,9,3263,-583,10987058
221,10,5670,-4917,56325789
221,11,2221,-8237,72781010
221,12,9142,-1351,85401365
221,13,-3248,6410,51637604
221,14,-9131,-137,83393930
221,15,3753,710,14589109
221,16,-3392,-10618,124247588
221,17,-1757,1931,6815810
221,18,-8558,1164,74594260
221,19,-4222,-3208,28116548
221,20,-7631,1036,59305457
221,21,-2458,1095,7240789
221,22,-1476,-5382,31144500
221,23,636,1945,4187521
221,24,6000,4879,59804641
221,25,3968,-1780,18913424
221,26,-7733,-4905,83858314
221,27,2255,-475,5310650
221,28,537,-932,1156993
221,29,224,-1144,1358912
221,30,95,330,117925
221,31,485,693,715474
221,32,480,-67,234889
221,33,107,1060,1135049
221,34,-1449,-521,2371042
221,35,-1257,-1470,3740949
221,36,-599,-22,359285
221,37,1055,-1111,2347346
221,38,-224,-270,123076
221,39,-652,-300,515104
221,40,511,-1514,2553317
221,41,-287,-368,217793
221,42,-732,283,615913
221,43,177,-369,167490
221,44,-1073,686,1621925
221,45,-731,1425,2564986
221,46,-629,319,497402
221,47,834,-1380,2599956
221,48,470,513,484069
221,49,-247,-202,101813
221,50,3,1030,1060909
221,51,-14,-482,232520
221,52,648,1064,1552000
221,53,338,335,226469
221,54,476,352,350480
221,55,-421,1234,1699997
221,56,291,1647,2797290
221,57,-104,1371,1890457
221,58,-105,-1752,3080529
221,59,821,-254,738557
221,60,1458,-459,2336445
221,61,-2368,86,5614820
221,62,1464,-937,3021265
221,63,1976,-796,4538192
222,0,3637,-2276,18407945
222,1,-4927,-2993,33233378
222,2,2071,1846,7696757
222,3,-3952,11378,145077188
222,4,733,1742,3571853
222,5,-2117,449,4683290
222,6,-3700,-2184,18459856
222,7,6395,-6195,79274050
222,8,-5649,2929,40490242
222,9,2217,2959,13670770
222,10,8152,-1750,69517604
222,11,2160,5789,38178121
222,12,-6370,15,40577125
222,13,-5970,3290,46465000
222,14,-3451,1070,13054301
222,15,891,-299,883282
222,16,510,-3952,15878404
222,17,-6208,-852,39265168
222,18,-3838,4387,33976013
222,19,-4248,-1845,21449529
222,20,-1004,1367,2876705
222,21,9107,-4879,106742090
222,22,-4144,2556,23705872
222,23,-4033,1700,19155089
222,24,-6736,-4553,66103505
222,25,2448,-965,6923929
222,26,-595,3810,14870125
222,27,-4171,-6259,56572322
222,28,1182,494,1641160
222,29,-695,237,539194
222,30,-498,153,271413
222,31,484,782,845780
222,32,-587,468,563593
222,33,-572,-705,824209
222,34,-1331,-453,1976770
222,35,374,764,723572
222,36,-341,-416,289337
222,37,1514,-1556,4713332
222,38,-278,-1245,1627309
222,39,-352,515,389129
222,40,-677,378,601213
222,41,-1459,58,2132045
222,42,2152,805,5279129
222,43,-421,-820,849641
222,44,-1242,-158,1567528
222,45,-585,-1568,2800849
222,46,484,401,395057
222,47,463,138,233413
222,48,1063,-415,1302194
222,49,-380,372,282784
222,50,-721,-16,520097
222,51,183,12,33633
222,52,670,441,643381
222,53,-403,1013,1188578
222,54,117,-534,298845
222,55,-708,794,1131700
222,56,2157,-2465,10728874
222,57,412,1422,2191828
222,58,-4640,265,21599825
222,59,-1434,77,2062285
222,60,718,-1737,3532693
222,61,1514,109,2304077
222,62,1832,2767,11012513
222,63,-1638,-1753,5756053
223,0,-4879,-481,24036002
223,1,1243,1638,4228093
223,2,8983,-138,80713333
223,3,-3202,3708,24002068
223,4,2002,-5427,33460333
223,5,1310,7104,52182916
223,6,-3858,-6199,53311765
223,7,286,2842,8158760
223,8,-1374,-1225,3388501
223,9,-2190,-240,4853700
223,10,-7009,-376,49267457
223,11,-592,1254,1922980
223,12,4430,2011,23669021
223,13,-298,5171,26828045
223,14,5737,5460,62724769
223,15,2996,1777,12133745
223,16,-423,8126,66210805
223,17,-2615,740,7385825
223,18,-1903,5009,28711490
223,19,-7488,1634,58740100
223,20,-1512,-2315,7645369
223,21,410,221,216941
223,22,6838,3010,55818344
223,23,3063,1184,10783825
223,24,-4850,1787,26715869
223,25,-5387,3388,40498313
223,26,-1807,948,4163953
223,27,4088,-14380,223496144
223,28,228,183,85473
223,29,54,240,60516
223,30,10,-20,500
223,31,-65,-102,14629
223,32,-746,92,564980
223,33,-78,530,286984
223,34,-47,792,629473
223,35,817,875,1433114
223,36,-1452,-37,2109673
223,37,-311,304,189137
223,38,-1387,917,2764658
223,39,150,-531,304461
223,40,-775,-441,795106
223,41,463,-1187,1623338
223,42,476,637,632345
223,43,-25,564,318721
223,44,945,1510,3173125
223,45,-656,-356,557072
223,46,-438,-456,399780
223,47,-120,-533,298489
223,48,1889,-1379,5469962
223,49,-466,94,225992
223,50,355,-705,623050
223,51,144,832,712960
223,52,976,-408,1119040
223,53,274,-95,84101
223,54,-324,-19,105337
223,55,549,-1613,2903170
223,56,-2513,-1118,7565093
223,57,306,3717,13909725
223,58,-986,-1140,2271796
223,59,4037,707,16797218
223,60,-2773,415,7861754
223,61,553,-215,352034
223,62,-1083,660,1608489
223,63,190,-692,514964
224,0,5390,1393,30992549
224,1,-1629,-3460,14625241
224,2,-4402,-1683,22210093
224,3,-4118,1934,20698280
224,4,-2169,6431,46062322
224,5,-2032,-1376,6022400
224,6,-2019,2911,12550282
224,7,-2332,3536,17941520
224,8,2033,-98,4142693
224,9,9033,4316,100222945
224,10,3454,4416,31431172
224,11,5133,5543,57072538
224,12,-1414,2404,7778612
224,13,589,9985,100047146
224,14,1599,-1802,5804005
224,15,-3521,8573,85893770
224,16,-1546,3774,16633192
224,17,3076,6461,51206297
224,18,4116,-1109,18171337
224,19,159,4083,16696170
224,20,-4910,5972,59772884
224,21,-1123,-3344,12443465
224,22,-5095,-1404,27930241
224,23,-54,-9148,83688820
224,24,926,-1221,2348317
224,25,-1714,-2628,9844180
224,26,1409,-704,2480897
224,27,1410,11754,140144616
224,28,-1057,349,1239050
224,29,720,750,1080900
224,30,408,1581,2666025
224,31,-11,645,416146
224,32,8,1277,1630793
224,33,-325,455,312650
224,34,-1911,-95,3660946
224,35,-725,1001,1527626
224,36,-740,101,557801
224,37,452,313,302273
224,38,134,-240,75556
224,39,740,470,768500
224,40,417,421,351130
224,41,40,70,6500
224,42,-32,205,43049
224,43,94,-1047,1105045
224,44,790,-1158,1965064
224,45,547,-529,579050
224,46,292,186,119860
224,47,376,-614,518372
224,48,-1483,1373,4084418
224,49,397,-1054,1268525
224,50,476,290,310676
224,51,-686,-577,803525
224,52,-833,-151,716690
224,53,-142,-165,47389
224,54,977,-178,986213
224,55,-846,3283,11493805
224,56,2915,-21,8497666
224,57,-738,-375,685269
224,58,-147,-1794,3240045
224,59,-2277,592,5535193
224,60,214,-268,117620
224,61,40,-2032,4130624
224,62,-1748,-1357,4896953
224,63,889,1470,2951221
225,0,7128,4229,68692825
225,1,-5348,-3936,44093200
225,2,974,3459,12913357
225,3,4651,7269,74470162
225,4,-1641,-3191,12875362
225,5,1111,8927,80925650
225,6,1716,1384,4860112
225,7,-6029,-2683,43547330
225,8,-4759,-3704,36367697
225,9,798,-1020,1677204
225,10,821,-10034,101355197
225,11,-3736,-1720,16916096
225,12,-3148,-1264,11507600
225,13,-341,-4958,24698045
225,14,4138,3144,27007780
225,15,-168,-552,332928
225,16,8392,-3560,83099264
225,17,-3269,-991,11668442
225,18,1661,1825,6089546
225,19,-1228,321,1611025
225,20,2134,-3528,17000740
225,21,-3588,1777,16031473
225,22,8520,-757,73163449
225,23,-8040,-5696,97086016
225,24,6929,33,48012130
225,25,928,1862,4328228
225,26,1641,2890,11044981
225,27,5862,-971,35305885
225,28,479,-619,612602
225,29,611,-1613,2975090
225,30,213,475,270994
225,31,1607,-552,2887153
225,32,265,-327,177154
225,33,-398,-46,160520
225,34,-611,-1178,1761005
225,35,954,1788,4107060
225,36,-916,-947,1735865
225,37,1241,-689,2014802
225,38,-478,381,373645
225,39,691,-1512,2763625
225,40,-108,-265,81889
225,41,1461,239,2191642
225,42,-248,459,272185
225,43,464,650,637796
225,44,91,-312,105625
225,45,325,662,543869
225,46,510,923,1112029
225,47,-663,670,888469
225,48,610,-167,399989
225,49,-406,251,227837
225,50,-187,-378,177853
225,51,-74,868,758900
225,52,406,-324,269812
225,53,386,389,300317
225,54,-383,-528,425473
225,55,-946,3292,11732180
225,56,-309,-2951,8803882
225,57,106,1693,2877485
225,58,-4604,719,21713777
225,59,2419,-817,6519050
225,60,-3528,-539,12737305
225,61,-1300,-338,1804244
225,62,782,-1548,3007828
225,63,2274,-2078,9489160
226,0,3023,6230,47951429
226,1,-2937,-5703,41150178
226,2,-3523,3390,23903629
226,3,1139,-180,1329721
